Gender_Male,Age,Previous Purchases,Purchase Amount (PEN),Item Purchased_Belt,Item Purchased_Dress,Shipping Type_Store Pickup,Discount Applied_Yes,Promo Code Used_Yes,CLV_Predicho,Probabilidad_CLV_Alto
True,0.826923076923077,0.9649122807017545,0.6834314246063465,False,False,False,True,True,1,0.9224
True,0.7115384615384616,0.8070175438596492,0.6775056089802933,False,False,False,True,True,1,0.9224
True,0.6153846153846154,0.8070175438596492,0.5419576879844571,False,False,False,True,True,1,0.91304207
True,0.7500000000000001,0.7719298245614035,0.6472166431386419,False,False,False,True,True,1,0.9224
True,0.6346153846153847,0.7894736842105263,0.6143150414729867,False,False,False,True,True,1,0.9210271
True,0.0,0.3508771929824561,0.0,False,False,True,True,True,0,0.060759604
True,0.8653846153846155,1.0,0.7107860779497853,False,True,False,True,True,1,0.9224
True,0.3076923076923077,0.3508771929824561,0.20552175288220567,False,False,False,True,True,0,0.060759604
True,0.13461538461538464,0.2982456140350877,0.14745356301159876,False,False,False,True,True,0,0.060759604
True,0.5384615384615385,0.5964912280701755,0.42420340572694226,False,False,False,True,True,0,0.1455177
True,0.7884615384615384,0.8771929824561404,0.7834236106194803,False,False,False,True,True,1,0.9224
True,0.3653846153846154,0.5614035087719298,0.23362133132123206,False,False,True,True,True,0,0.060759604
True,0.5961538461538463,0.5964912280701755,0.6088706205211755,False,False,False,True,True,1,0.5103223
True,0.07692307692307698,0.2807017543859649,0.07821166445128548,False,False,False,True,True,0,0.060759604
True,0.8846153846153847,0.7192982456140351,0.7866231802099152,False,False,False,True,True,1,0.9224
True,0.46153846153846156,0.7017543859649122,0.38830691579272447,False,False,False,True,True,0,0.12360202
True,0.3653846153846154,0.456140350877193,0.3445390751058123,False,False,False,True,True,0,0.060759604
True,0.15384615384615385,0.3333333333333333,0.13587348104626557,False,False,True,True,True,0,0.060759604
True,0.28846153846153855,0.40350877192982454,0.30724130778911507,False,False,False,True,True,0,0.060759604
True,0.23076923076923084,0.4912280701754385,0.21144057526993407,False,False,False,True,True,0,0.060759604
True,0.05769230769230771,0.0,0.05830283119527521,False,False,False,True,True,0,0.060759604
True,0.07692307692307698,0.2631578947368421,0.052522448676324315,False,False,False,True,True,0,0.060759604
True,0.8653846153846155,0.8771929824561404,0.7712065173761157,False,False,False,True,True,1,0.9224
True,0.28846153846153855,0.40350877192982454,0.2716779270813653,False,False,False,True,True,0,0.060759604
True,0.48076923076923084,0.736842105263158,0.35340813843727237,False,False,False,True,True,0,0.29477173
True,0.17307692307692313,0.2631578947368421,0.09447890386342164,False,False,True,True,True,0,0.060759604
True,0.326923076923077,0.5263157894736843,0.3255345619754819,False,False,False,True,True,0,0.060759604
True,0.3653846153846154,0.5263157894736843,0.3343340772320985,False,False,True,True,True,0,0.060759604
True,0.826923076923077,0.9649122807017545,0.731138217308078,False,False,False,True,True,1,0.9224
True,0.2692307692307693,0.3684210526315789,0.24154704279390357,False,False,False,True,True,0,0.060759604
True,0.8461538461538461,0.8070175438596492,0.7720966945741339,False,False,False,True,True,1,0.9224
True,0.21153846153846156,0.47368421052631576,0.1650091252952563,False,False,False,True,True,0,0.060759604
True,0.4423076923076924,0.5964912280701755,0.3606787542078963,False,False,False,True,True,0,0.062801346
True,0.576923076923077,0.5263157894736843,0.524590270894896,False,False,False,True,True,0,0.088867925
True,0.48076923076923084,0.5438596491228069,0.3861235656617489,False,False,False,True,True,0,0.0620968
True,0.3076923076923077,0.4912280701754385,0.293363153458285,False,False,False,True,True,0,0.060759604
True,0.5192307692307693,0.6842105263157894,0.3881362132176611,False,True,False,True,True,0,0.34120443
True,0.9038461538461539,0.8596491228070176,0.8541504142322524,False,False,False,True,True,1,0.9224
True,0.826923076923077,0.5964912280701755,0.7604911152372303,False,False,False,True,True,1,0.89358026
True,0.0,0.2631578947368421,0.011445985693384578,False,True,False,True,True,0,0.060759604
True,0.5576923076923077,0.5438596491228069,0.5425722555962731,False,False,True,True,True,0,0.08126711
True,0.730769230769231,0.5964912280701755,0.7278470228249666,False,False,False,True,True,1,0.8924163
True,0.8846153846153847,0.6491228070175439,0.8362949192401777,False,False,False,True,True,1,0.9163366
True,0.15384615384615385,0.40350877192982454,0.055258415358974605,False,False,False,True,True,0,0.060759604
True,0.07692307692307698,0.2807017543859649,0.011573613167052119,False,False,False,True,True,0,0.060759604
True,0.8846153846153847,0.8771929824561404,0.7630138614617105,False,False,False,True,True,1,0.9224
True,0.05769230769230771,0.3684210526315789,0.05274990575966294,False,False,False,True,True,0,0.060759604
True,0.9423076923076924,1.0,0.8656725971094791,False,False,False,True,True,1,0.9224
True,0.5384615384615385,0.7719298245614035,0.4490010049771209,False,False,False,True,True,1,0.85159373
True,0.42307692307692313,0.42105263157894735,0.3866284443651521,False,False,False,True,True,0,0.060759604
True,0.6346153846153847,0.7017543859649122,0.5336484466993453,False,False,False,True,True,1,0.9179304
True,0.326923076923077,0.3157894736842105,0.2649681037379559,False,False,False,True,True,0,0.060759604
True,0.730769230769231,0.7543859649122806,0.5905050865525436,False,False,False,True,True,1,0.9224
True,0.13461538461538464,0.2982456140350877,0.07908769212281015,False,False,False,True,True,0,0.060759604
True,0.9038461538461539,0.9649122807017545,0.747713310620138,False,False,False,True,True,1,0.9224
True,0.40384615384615385,0.5263157894736843,0.31745732545756555,False,False,False,True,True,0,0.060759604
True,0.5576923076923077,0.7017543859649122,0.545744160565996,False,False,True,True,True,1,0.88614494
True,0.34615384615384615,0.5438596491228069,0.2670573927676342,False,False,True,True,True,0,0.060759604
True,0.9230769230769232,1.0,0.9430182521937033,False,False,False,True,True,1,0.9224
True,0.8461538461538461,0.8421052631578947,0.7786119316163918,True,False,False,True,True,1,0.9224
True,0.4423076923076924,0.47368421052631576,0.40373662953250944,False,False,True,True,True,0,0.060759604
True,0.9230769230769232,0.9473684210526316,0.7869623220788508,False,False,False,True,True,1,0.9224
True,0.6346153846153847,0.631578947368421,0.5987261969147476,False,True,False,True,True,1,0.9032209
True,0.28846153846153855,0.5614035087719298,0.2321831512346307,False,False,False,True,True,0,0.060759604
True,0.7500000000000001,0.7719298245614035,0.6760398687968776,False,False,False,True,True,1,0.9224
True,0.5192307692307693,0.5614035087719298,0.5787017297797464,True,False,False,True,True,0,0.075026065
True,0.826923076923077,0.8070175438596492,0.7350688951274124,False,False,False,True,True,1,0.9224
True,0.7115384615384616,0.8245614035087718,0.68757540034738,False,False,False,True,True,1,0.9224
True,0.6923076923076924,0.736842105263158,0.5875658619601577,False,False,True,True,True,1,0.9224
True,0.7500000000000001,0.736842105263158,0.6690211513836039,False,False,False,True,True,1,0.9224
True,0.17307692307692313,0.4912280701754385,0.23391532475587276,False,False,False,True,True,0,0.060759604
True,0.8846153846153847,0.8245614035087718,0.7629178121787533,False,False,False,True,True,1,0.9224
True,0.6538461538461539,0.7192982456140351,0.665639618669652,False,False,True,True,True,1,0.9224
True,0.019230769230769273,0.2807017543859649,0.04883503375480515,False,False,False,True,True,0,0.060759604
True,0.07692307692307698,0.12280701754385964,0.04363251838346273,False,False,False,True,True,0,0.060759604
True,0.0,0.24561403508771928,0.02827222374390788,False,False,False,True,True,0,0.060759604
True,0.21153846153846156,0.2807017543859649,0.2326181705553315,False,False,False,True,True,0,0.060759604
True,0.46153846153846156,0.6491228070175439,0.44046634188046907,False,False,False,True,True,0,0.08809888
True,0.5961538461538463,0.5964912280701755,0.4628313915216027,False,False,True,True,True,0,0.36979985
True,0.5961538461538463,0.736842105263158,0.5005222011203628,False,False,False,True,True,1,0.8717707
True,0.7115384615384616,0.8596491228070176,0.6251308532143385,False,False,False,True,True,1,0.9224
True,0.21153846153846156,0.456140350877193,0.18581185599515476,False,False,True,True,True,0,0.060759604
True,0.8076923076923078,0.8596491228070176,0.7499163971459897,False,True,False,True,True,1,0.9224
True,0.3076923076923077,0.42105263157894735,0.2830561783958674,False,False,False,True,True,0,0.060759604
True,0.23076923076923084,0.3333333333333333,0.14663645983242066,False,False,True,True,True,0,0.060759604
True,0.1923076923076924,0.4912280701754385,0.1889419648484989,False,False,False,True,True,0,0.060759604
True,0.8653846153846155,0.8245614035087718,0.8010489671993404,False,False,False,True,True,1,0.9224
True,0.25,0.3157894736842105,0.24855426302641778,False,False,True,True,True,0,0.060759604
True,0.5384615384615385,0.6842105263157894,0.5297629292911606,False,False,False,True,True,1,0.6633017
True,1.0,0.9298245614035088,0.9313948458256515,False,False,False,True,True,1,0.9224
True,0.6730769230769232,0.6491228070175439,0.6223353146315241,False,False,False,True,True,1,0.9163366
True,0.6153846153846154,0.5614035087719298,0.5470870589241265,False,False,True,True,True,0,0.112616375
True,0.28846153846153855,0.38596491228070173,0.18366303386663432,False,False,False,True,True,0,0.060759604
True,0.07692307692307698,0.2631578947368421,0.08798436169623167,False,False,True,True,True,0,0.060759604
True,0.6153846153846154,0.7192982456140351,0.5595086865682972,False,False,False,True,True,1,0.91938376
True,0.3076923076923077,0.5263157894736843,0.28725305175380644,False,False,False,True,True,0,0.060759604
True,0.11538461538461542,0.3508771929824561,0.04608904991958929,False,False,False,True,True,0,0.060759604
True,0.980769230769231,0.9649122807017545,0.8285899079307765,False,False,True,True,True,1,0.9224
True,0.40384615384615385,0.5087719298245614,0.4081663356690881,False,False,True,True,True,0,0.060759604
True,0.46153846153846156,0.6140350877192982,0.4108995586434695,False,False,False,True,True,0,0.08470146
True,0.46153846153846156,0.6842105263157894,0.4431348573263315,False,False,False,True,True,0,0.11935194
True,0.21153846153846156,0.38596491228070173,0.1904054462505585,False,False,False,True,True,0,0.060759604
True,0.7115384615384616,0.7192982456140351,0.637526613092902,True,False,False,True,True,1,0.9224
True,0.2692307692307693,0.3333333333333333,0.2826695651978406,False,False,False,True,True,0,0.060759604
True,0.13461538461538464,0.19298245614035087,0.09729133539420506,True,False,False,True,True,0,0.060759604
True,0.3846153846153847,0.5614035087719298,0.34818706144373857,False,False,False,True,True,0,0.060759604
True,0.2692307692307693,0.47368421052631576,0.22005660579521838,False,False,False,True,True,0,0.060759604
True,0.48076923076923084,0.631578947368421,0.4104379416034394,False,False,True,True,True,0,0.11909308
True,0.4423076923076924,0.5438596491228069,0.3816516504397467,False,True,False,True,True,0,0.060759604
True,0.730769230769231,0.9122807017543859,0.6633214834919989,False,False,False,True,True,1,0.9224
True,0.17307692307692313,0.2982456140350877,0.13334767512482493,False,False,False,True,True,0,0.060759604
True,0.5384615384615385,0.7192982456140351,0.5375853251182613,False,False,False,True,True,1,0.8597006
True,0.576923076923077,0.6491228070175439,0.47584083792838794,False,False,False,True,True,1,0.62425864
True,0.6538461538461539,0.6666666666666667,0.5762586313725124,False,False,True,True,True,1,0.9149683
True,0.0,0.2631578947368421,0.0,False,False,False,True,True,0,0.060759604
True,0.8846153846153847,0.9298245614035088,0.8556349498980671,False,False,False,True,True,1,0.9224
True,0.6923076923076924,0.7894736842105263,0.6277889653017761,False,False,True,True,True,1,0.9224
True,0.25,0.40350877192982454,0.2696577664641048,False,False,False,True,True,0,0.060759604
True,0.23076923076923084,0.38596491228070173,0.1399209494034844,False,False,False,True,True,0,0.060759604
True,0.15384615384615385,0.5438596491228069,0.14949463250130843,False,False,True,True,True,0,0.060759604
True,0.13461538461538464,0.42105263157894735,0.16013302828796214,False,False,True,True,True,0,0.060759604
True,0.7884615384615384,0.894736842105263,0.7086528899877991,False,False,True,True,True,1,0.9224
True,0.7115384615384616,0.7719298245614035,0.6838293787243661,False,False,False,True,True,1,0.9224
True,0.730769230769231,0.8771929824561404,0.6302651035601142,False,False,False,True,True,1,0.9224
True,0.8461538461538461,0.9122807017543859,0.8195636633740219,False,False,False,True,True,1,0.9224
True,0.326923076923077,0.47368421052631576,0.3950802532000621,False,False,False,True,True,0,0.060759604
True,0.6346153846153847,0.6842105263157894,0.551197413333956,False,False,False,True,True,1,0.9177903
True,0.826923076923077,0.8421052631578947,0.7194468219370372,False,False,True,True,True,1,0.9224
True,0.17307692307692313,0.07017543859649122,0.21972501666927394,True,False,False,True,True,0,0.060759604
True,0.6923076923076924,0.7719298245614035,0.6896177097802517,False,True,False,True,True,1,0.9224
True,0.25,0.3684210526315789,0.20015362752226487,False,False,False,True,True,0,0.060759604
True,0.11538461538461542,0.43859649122807015,0.08438223356927083,False,False,False,True,True,0,0.060759604
True,0.46153846153846156,0.5789473684210527,0.4000705239459157,False,False,False,True,True,0,0.060759604
True,0.4423076923076924,0.456140350877193,0.3353688167505178,False,False,False,True,True,0,0.060759604
True,0.9230769230769232,0.9298245614035088,0.7842668298277341,False,False,False,True,True,1,0.9224
True,0.7692307692307693,0.7192982456140351,0.6428890268594989,False,False,False,True,True,1,0.9224
True,0.48076923076923084,0.631578947368421,0.39553747563685515,False,False,False,True,True,0,0.11539119
True,0.6538461538461539,0.7543859649122806,0.5830622452005412,False,False,False,True,True,1,0.9224
True,0.326923076923077,0.5438596491228069,0.3027771595026326,False,False,False,True,True,0,0.060759604
True,0.0961538461538462,0.21052631578947367,0.15528867189469023,False,False,True,True,True,0,0.060759604
True,0.13461538461538464,0.3157894736842105,0.07572936523593231,False,False,False,True,True,0,0.060759604
True,0.28846153846153855,0.3157894736842105,0.30192224799297873,False,False,False,True,True,0,0.060759604
True,0.576923076923077,0.7192982456140351,0.506268355082713,False,False,False,True,True,1,0.8955279
True,0.46153846153846156,0.6140350877192982,0.4104565898289897,False,False,False,True,True,0,0.08432211
True,0.7115384615384616,0.8070175438596492,0.6663646147640118,False,False,True,True,True,1,0.9224
True,0.7884615384615384,0.8245614035087718,0.6547822659469901,False,False,False,True,True,1,0.9224
True,0.9038461538461539,0.9473684210526316,0.8252371935194317,False,False,False,True,True,1,0.9224
True,0.7884615384615384,0.9649122807017545,0.7124156882126987,False,False,False,True,True,1,0.9224
True,0.25,0.38596491228070173,0.24554381840813486,True,False,False,True,True,0,0.060759604
True,0.5961538461538463,0.6842105263157894,0.5459568530913053,False,False,False,True,True,1,0.9034522
True,0.6730769230769232,0.631578947368421,0.7115732373988842,False,False,False,True,True,1,0.90997535
True,0.576923076923077,0.5789473684210527,0.48732426837618736,False,False,True,True,True,0,0.100366786
True,0.0961538461538462,0.2982456140350877,0.06223389420504265,False,False,False,True,True,0,0.060759604
True,0.9615384615384616,1.0,0.831866863075506,False,False,True,True,True,1,0.9224
True,0.326923076923077,0.43859649122807015,0.2674734411242716,False,False,False,True,True,0,0.060759604
True,0.3076923076923077,0.42105263157894735,0.24661710197499084,False,True,False,True,True,0,0.060759604
True,0.8461538461538461,0.8421052631578947,0.8097136182615826,False,False,False,True,True,1,0.9224
True,0.05769230769230771,0.21052631578947367,0.11508810860636379,False,False,False,True,True,0,0.060759604
True,1.0,1.0,0.8685981749379582,False,False,False,True,True,1,0.9224
True,0.7115384615384616,0.631578947368421,0.5989853149309416,False,False,False,True,True,1,0.91048443
True,0.48076923076923084,0.7017543859649122,0.45093735213028774,False,False,False,True,True,0,0.18939775
True,0.019230769230769273,0.15789473684210525,0.0,False,False,False,True,True,0,0.060759604
True,0.5576923076923077,0.7017543859649122,0.5269360310652853,False,False,False,True,True,1,0.8884484
True,0.15384615384615385,0.21052631578947367,0.1466277798250021,False,False,False,True,True,0,0.060759604
True,0.5384615384615385,0.6842105263157894,0.4136834971223967,False,False,False,True,True,0,0.46793702
True,0.019230769230769273,0.2807017543859649,0.08637678214950545,False,False,False,True,True,0,0.060759604
True,0.5961538461538463,0.7017543859649122,0.6133153184601504,False,False,False,True,True,1,0.8976303
True,0.6346153846153847,0.6140350877192982,0.5400232205386603,False,False,False,True,True,1,0.8853314
True,0.8846153846153847,0.9298245614035088,0.7736143411294674,False,False,True,True,True,1,0.9224
True,0.9423076923076924,0.8421052631578947,0.8553101031711092,False,False,False,True,True,1,0.9224
True,0.3653846153846154,0.47368421052631576,0.34164754134187647,False,False,False,True,True,0,0.060759604
True,0.42307692307692313,0.631578947368421,0.40771958295395827,False,True,False,True,True,0,0.08611904
True,0.3846153846153847,0.5789473684210527,0.433757494942429,False,False,False,True,True,0,0.060759604
True,0.9230769230769232,0.9298245614035088,0.817425250372238,False,False,False,True,True,1,0.9224
True,0.5576923076923077,0.5614035087719298,0.46295194962695563,False,False,False,True,True,0,0.08677536
True,0.730769230769231,0.8421052631578947,0.5917274236390526,False,False,False,True,True,1,0.9224
True,0.6346153846153847,0.7017543859649122,0.534741630104206,False,False,False,True,True,1,0.9188982
True,0.13461538461538464,0.10526315789473684,0.11888050640809855,False,False,False,True,True,0,0.060759604
True,0.3653846153846154,0.5614035087719298,0.406922365937212,False,False,False,True,True,0,0.060759604
True,0.4423076923076924,0.5614035087719298,0.3723332334680599,True,False,False,True,True,0,0.060759604
True,0.8846153846153847,1.0,0.8009514010998551,False,False,False,True,True,1,0.9224
True,0.0961538461538462,0.19298245614035087,0.08523828208394585,False,False,False,True,True,0,0.060759604
True,0.8461538461538461,0.5964912280701755,0.8096857550984516,False,False,False,True,True,1,0.8929864
True,0.40384615384615385,0.5438596491228069,0.4740526669880255,False,False,False,True,True,0,0.060759604
True,0.6538461538461539,0.7543859649122806,0.5608800026952923,False,False,False,True,True,1,0.9224
True,0.6153846153846154,0.5438596491228069,0.5283431378706578,False,False,False,True,True,0,0.0902473
True,0.1923076923076924,0.2807017543859649,0.21862488944169448,False,False,False,True,True,0,0.060759604
True,0.9423076923076924,1.0,0.8730147228098399,False,False,False,True,True,1,0.9224
True,0.4423076923076924,0.5263157894736843,0.4780317267554419,False,True,False,True,True,0,0.060759604
True,0.019230769230769273,0.2807017543859649,0.04329940768277199,False,False,False,True,True,0,0.060759604
True,1.0,0.9298245614035088,0.8780513807868802,False,False,False,True,True,1,0.9224
True,0.5961538461538463,0.4912280701754385,0.5594350008147956,False,False,False,True,True,0,0.089855716
True,0.7884615384615384,0.8070175438596492,0.7545396850860291,True,False,False,True,True,1,0.9224
True,0.6538461538461539,0.7017543859649122,0.6212930782664695,False,False,False,True,True,1,0.9193524
True,0.03846153846153849,0.21052631578947367,0.05706702669266649,False,False,True,True,True,0,0.060759604
True,0.25,0.38596491228070173,0.2712148723254465,False,False,False,True,True,0,0.060759604
True,0.28846153846153855,0.456140350877193,0.3101916019983316,False,False,False,True,True,0,0.060759604
True,0.5000000000000001,0.5789473684210527,0.5088472607307767,False,False,False,True,True,0,0.06646852
True,0.42307692307692313,0.42105263157894735,0.40727992999229323,False,False,False,True,True,0,0.060759604
True,0.980769230769231,1.0,0.8694481565512894,False,False,False,True,True,1,0.9224
True,0.21153846153846156,0.21052631578947367,0.19569839017959859,False,False,False,True,True,0,0.060759604
True,0.6923076923076924,0.5789473684210527,0.6729396632886954,True,False,False,True,True,1,0.77778286
True,0.9038461538461539,0.9824561403508771,0.7716196302189923,False,False,False,True,True,1,0.9224
True,0.6923076923076924,0.7894736842105263,0.6354836428916801,False,False,False,True,True,1,0.9224
True,0.8076923076923078,0.8421052631578947,0.7045843407014393,False,False,False,True,True,1,0.9224
True,0.48076923076923084,0.456140350877193,0.4311474519628511,False,False,False,True,True,0,0.0620968
True,0.5000000000000001,0.5438596491228069,0.5042109620934505,False,False,False,True,True,0,0.06646852
True,0.980769230769231,0.9473684210526316,0.8854625010022392,False,False,False,True,True,1,0.9224
True,0.5384615384615385,0.4912280701754385,0.4835218601111856,False,True,False,True,True,0,0.07321918
True,0.4423076923076924,0.4912280701754385,0.3346800974483324,False,False,False,True,True,0,0.060759604
True,0.2692307692307693,0.47368421052631576,0.27408472099979775,False,False,False,True,True,0,0.060759604
True,0.15384615384615385,0.456140350877193,0.16641278144873703,False,False,False,True,True,0,0.060759604
True,0.826923076923077,0.8245614035087718,0.8360731121624325,True,False,False,True,True,1,0.9224
True,0.5961538461538463,0.736842105263158,0.5192699315372051,False,False,False,True,True,1,0.9110737
True,0.6730769230769232,0.5614035087719298,0.6116046191919632,False,False,False,True,True,1,0.7640757
True,0.11538461538461542,0.3508771929824561,0.11431584418478394,False,False,False,True,True,0,0.060759604
True,0.3653846153846154,0.42105263157894735,0.39721655592151395,False,False,False,True,True,0,0.060759604
True,0.48076923076923084,0.6140350877192982,0.42560214240644334,False,True,False,True,True,0,0.114079244
True,0.25,0.38596491228070173,0.23600229489345623,False,True,True,True,True,0,0.060759604
True,0.5961538461538463,0.7894736842105263,0.5602058019561947,False,False,False,True,True,1,0.904425
True,0.980769230769231,0.894736842105263,0.8852617749232546,False,False,False,True,True,1,0.9224
True,0.9038461538461539,0.9649122807017545,0.7881831799516388,False,False,False,True,True,1,0.9224
True,0.4423076923076924,0.5263157894736843,0.4041503301317574,False,False,False,True,True,0,0.060759604
True,0.3653846153846154,0.47368421052631576,0.3746928672618708,True,False,False,True,True,0,0.060759604
True,1.0,0.9824561403508771,0.8482227074858254,False,False,False,True,True,1,0.9224
True,0.8653846153846155,0.8070175438596492,0.7796968116311043,False,False,False,True,True,1,0.9224
True,0.7115384615384616,0.7719298245614035,0.604896960912927,False,False,False,True,True,1,0.9224
True,0.6538461538461539,0.7192982456140351,0.6380382400010176,False,False,False,True,True,1,0.9224
True,0.07692307692307698,0.2982456140350877,0.0006828630237652109,False,False,False,True,True,0,0.060759604
True,0.6923076923076924,0.7543859649122806,0.5940148622637762,False,False,False,True,True,1,0.9224
True,0.1923076923076924,0.42105263157894735,0.18880847473650805,False,False,False,True,True,0,0.060759604
True,0.9423076923076924,1.0,0.9125181243724231,False,True,True,True,True,1,0.9224
True,0.7884615384615384,0.736842105263158,0.7020349168208949,False,False,False,True,True,1,0.9224
True,0.15384615384615385,0.40350877192982454,0.11273538894204085,False,False,True,True,True,0,0.060759604
True,0.11538461538461542,0.19298245614035087,0.1872653977901957,False,False,False,True,True,0,0.060759604
True,0.8461538461538461,0.9298245614035088,0.6918233557374718,False,False,False,True,True,1,0.9224
True,1.0,1.0,0.7958146458719613,False,False,True,True,True,1,0.9224
True,0.5192307692307693,0.456140350877193,0.4839225356220168,False,False,False,True,True,0,0.075026065
True,0.7692307692307693,0.8245614035087718,0.6653351517072473,False,False,True,True,True,1,0.9224
True,0.25,0.3684210526315789,0.1778735285355557,False,False,False,True,True,0,0.060759604
True,0.2692307692307693,0.3508771929824561,0.27239050419352684,False,False,False,True,True,0,0.060759604
True,0.34615384615384615,0.5964912280701755,0.32040020319294493,False,False,False,True,True,0,0.063458525
True,0.13461538461538464,0.2631578947368421,0.09514394668364248,False,False,False,True,True,0,0.060759604
True,0.576923076923077,0.5964912280701755,0.4585979834615296,True,False,True,True,True,0,0.28011116
True,0.40384615384615385,0.5263157894736843,0.40008821771081626,False,False,False,True,True,0,0.060759604
True,0.15384615384615385,0.38596491228070173,0.1666236580417801,False,True,False,True,True,0,0.060759604
True,0.2692307692307693,0.40350877192982454,0.2362892157852762,False,False,False,True,True,0,0.060759604
True,0.6923076923076924,0.8596491228070176,0.7015570279384555,True,False,False,True,True,1,0.9224
True,0.3846153846153847,0.5614035087719298,0.2960510390416796,False,False,True,True,True,0,0.060759604
True,0.5384615384615385,0.43859649122807015,0.41324622827738355,False,False,False,True,True,0,0.07321918
True,0.7500000000000001,0.7543859649122806,0.639653108927571,False,False,True,True,True,1,0.9224
True,0.5961538461538463,0.631578947368421,0.5309914153368357,False,False,False,True,True,1,0.6770473
True,0.28846153846153855,0.47368421052631576,0.26879609466635046,False,False,False,True,True,0,0.060759604
True,0.6923076923076924,0.5263157894736843,0.6082172243854385,False,False,False,True,True,0,0.20909819
True,0.5576923076923077,0.8771929824561404,0.5143792571118556,False,True,False,True,True,1,0.891338
True,0.34615384615384615,0.5263157894736843,0.25354999194025485,False,False,False,True,True,0,0.060759604
True,0.9615384615384616,0.9824561403508771,0.9242692811644168,False,False,False,True,True,1,0.9224
True,0.8076923076923078,0.9473684210526316,0.7184961983047017,False,False,False,True,True,1,0.9224
True,0.7115384615384616,0.9649122807017545,0.6861458244123846,False,True,False,True,True,1,0.9224
True,0.21153846153846156,0.456140350877193,0.20446122650199822,False,False,False,True,True,0,0.060759604
True,0.3846153846153847,0.5964912280701755,0.3643093832717089,False,False,True,True,True,0,0.063458525
True,1.0,1.0,0.9195856201496988,False,False,False,True,True,1,0.9224
True,0.34615384615384615,0.47368421052631576,0.3295160439649416,False,False,False,True,True,0,0.060759604
True,0.0,0.17543859649122806,0.02873336385701926,False,False,False,True,True,0,0.060759604
True,0.8461538461538461,0.8070175438596492,0.8159784946606673,False,False,False,True,True,1,0.9224
True,0.21153846153846156,0.3157894736842105,0.1979250680396467,False,False,False,True,True,0,0.060759604
True,0.05769230769230771,0.14035087719298245,0.0832799889135703,False,False,False,True,True,0,0.060759604
True,0.46153846153846156,0.5614035087719298,0.4086562030059149,False,False,False,True,True,0,0.060759604
True,0.48076923076923084,0.43859649122807015,0.49424382729617977,False,False,True,True,True,0,0.0620968
True,0.7692307692307693,0.8245614035087718,0.6575412478132712,False,True,False,True,True,1,0.9224
True,0.17307692307692313,0.3333333333333333,0.2352627451613157,False,False,True,True,True,0,0.060759604
True,0.7500000000000001,0.8070175438596492,0.6687900471056261,False,False,False,True,True,1,0.9224
True,0.42307692307692313,0.4912280701754385,0.3143151206290855,False,False,False,True,True,0,0.060759604
True,0.5192307692307693,0.8771929824561404,0.4699783825749809,False,False,False,True,True,1,0.7702424
True,0.5576923076923077,0.7719298245614035,0.4681934943863504,False,False,False,True,True,1,0.8927457
True,0.826923076923077,0.7543859649122806,0.7769448682508053,False,False,False,True,True,1,0.9224
True,0.8076923076923078,0.8596491228070176,0.692992818647736,False,False,False,True,True,1,0.9224
True,0.980769230769231,0.9298245614035088,0.8569723476560888,False,False,False,True,True,1,0.9224
True,0.7692307692307693,0.7192982456140351,0.6033066113629549,False,False,False,True,True,1,0.9224
True,0.3076923076923077,0.3333333333333333,0.2548912670317278,False,False,False,True,True,0,0.060759604
True,0.03846153846153849,0.2807017543859649,0.0,True,False,False,True,True,0,0.060759604
True,0.730769230769231,0.7192982456140351,0.5825813730323142,False,False,False,True,True,1,0.9224
True,0.8846153846153847,0.9824561403508771,0.8249416676949334,False,False,True,True,True,1,0.9224
True,0.730769230769231,0.8596491228070176,0.6885205777258363,False,False,False,True,True,1,0.9224
True,0.17307692307692313,0.47368421052631576,0.17377083561185216,True,False,False,True,True,0,0.060759604
True,0.326923076923077,0.38596491228070173,0.24907709370855993,False,False,False,True,True,0,0.060759604
True,0.11538461538461542,0.3333333333333333,0.10103400571065937,False,False,False,True,True,0,0.060759604
True,0.15384615384615385,0.38596491228070173,0.13739491235846446,False,False,False,True,True,0,0.060759604
True,0.2692307692307693,0.38596491228070173,0.18893744949625108,False,False,False,True,True,0,0.060759604
True,0.6923076923076924,0.6842105263157894,0.6862123055972041,False,False,True,True,True,1,0.91683686
True,0.8461538461538461,1.0,0.7957809006888752,False,False,False,True,True,1,0.9224
True,0.6153846153846154,0.7017543859649122,0.5403455097540327,False,False,False,True,True,1,0.89205796
True,1.0,1.0,0.8953157312390901,False,False,True,True,True,1,0.9224
True,0.576923076923077,0.5964912280701755,0.5251507708342262,False,False,True,True,True,0,0.4382478
True,0.03846153846153849,0.14035087719298245,0.0,False,False,False,True,True,0,0.060759604
True,0.5384615384615385,0.5789473684210527,0.47039564702148073,False,False,False,True,True,0,0.08659869
True,0.6346153846153847,0.7017543859649122,0.5369297854598529,False,False,True,True,True,1,0.9179304
True,0.6730769230769232,0.6491228070175439,0.5570292400624555,False,False,False,True,True,1,0.9163366
True,0.5000000000000001,0.5964912280701755,0.4344901083508176,False,False,False,True,True,0,0.07563938
True,0.21153846153846156,0.22807017543859648,0.269506268636418,False,False,False,True,True,0,0.060759604
True,0.8846153846153847,0.8070175438596492,0.8195961282123203,False,False,False,True,True,1,0.9224
True,0.6346153846153847,0.7719298245614035,0.5418834108802733,False,False,False,True,True,1,0.9210271
True,0.6153846153846154,0.736842105263158,0.5758215731902847,False,False,False,True,True,1,0.9178645
